sentence,tags,lem
قالوا له : مرادنا نفتح البلد وناخذ الثار .,verb prep punc noun verb noun verb noun punc,قال لِ : مُراد فَتَح بَلَد أَخَذ ثَأْر .
فقال لهم : والله ، يا رجال ، مدينة صور ما بقا فيها الديار ، لأنه رومان اخذ الروس وسار فيهم جوان على جنوه لعند ابن الريم حنا ، وابى راح مع الدشمان * وبعثنى انا حتى اخبر الملك ان ياخذ العسكر ويلحقهم على جنوه .,verb prep punc noun_prop punc part_voc noun punc noun noun_prop pron_rel noun prep noun punc conj_sub noun_prop verb noun_prop verb prep noun_prop prep verb verb noun_prop noun verb punc noun verb prep noun_prop punc verb pron prep verb noun conj_sub verb noun verb prep verb punc,قال لِ : اللَّه ، يا رَجُل ، مَدِينَة صُور ما بَقّ فِي دار ، أَنَّ رُومان أَخَذ رُوسِيّ راوَنْد فِي جُوان عَلَى جَنَى عَنِد ٱِبْن رِيم حَنَّأ ، أَب راح مَع الدشمان * بَعَث أَنا حَتَّى أَخْبَر مَلِك أَنَّ أَخَذ عَسْكَر أَلْحَق عَلَى جَنَى .
فأخذوه الرجال ورجعوا الى عند الملك ، واخبروه انهم وجدوا البلد فاضيه .,verb noun verb prep noun noun punc verb conj_sub verb noun noun punc,أَخَذ رَجُل رَجَع إِلَى عِنْد مَلِك ، أَخْبَر أَنَّ وَجَد بَلَد فاضِي .
وتقدم محمد ، اخذ اتكه * ، وقال له : افندم ، بقول لك والدى الحق الأفرنج على جنوه .,verb noun_prop punc verb verb punc punc verb prep punc noun_prop punc noun prep noun noun noun prep verb punc,تَقَدَّم مُحَمَّد ، أَخَذ تَكّ * ، قال لِ : أَفَنْدِم ، قَوْل لِ والِد حَقّ إِفْرَنْج عَلَى جَنَى .
فلما سمع الملك ذلك الكلام ، حالاً كتب كتاب واعطاه الى سعد ابا رياح ، وامره ان يوديه على اسكندريه ، ويعطيه الى ابو على البطرنى ¤ .,conj verb noun pron_dem noun punc noun verb noun verb prep noun_prop noun noun punc noun conj_sub verb prep adj punc verb prep noun_prop prep noun_prop punc punc,لَمّا سَمِع مَلِك ذٰلِكَ كَلام ، حال كَتَب كِتاب أَعْطَى إِلَى سَعْد أَب رِيح ، أَمَرّ أَنَّ أَوْدَى عَلَى إِسْكَنْدَرِيّ ، أَعْطَى إِلَى أَبُو عَلَى البطرني ¤ .
فأخذه سعد وسار ، ولو كان له اجنحه لطار ، الى ان وصل الى اسكندريه واعطاه الى البطرنى .,verb noun_prop verb punc conj verb prep noun verb punc prep conj_sub verb prep adj verb prep noun_prop punc,أَخَذ سَعْد راوَنْد ، لَو كان لِ أَجْنَح طار ، إِلَى أَنَّ وَصَل إِلَى إِسْكَنْدَرِيّ أَعْطَى إِلَى البطرني .
ففضه ابو على وقراه يرا : من يد امير المؤمنين الى ابو على البطرنى حين اطلاعك على هذه الأحرف ، اجمع المراكب واوثقها بالزخائر واحضر الى صور .,noun noun_prop prep noun verb punc prep noun noun noun prep noun_prop prep noun_prop noun noun prep pron_dem noun punc noun noun noun noun_prop verb prep noun_prop punc,فِضَّة أَبُو عَلَى قَرْيَة أَرْأَى : مِن يَد أَمِير مُؤْمِن إِلَى أَبُو عَلَى البطرني حِين ٱِطِّلاع عَلَى هٰذا حَرْف ، أَجْمَع مَرْكَب أَوْثَق بالزخائر حَضَر إِلَى صُور .
فأجاب حالاً بالسمع والطاعه ، وبظرف اربعة ايام ، جمع المراكب ووثقها بالزخره والجبخانه وقلع وسار طالب مدينة صور .,verb noun noun noun punc noun adj noun punc noun noun verb noun_prop noun verb verb verb noun noun_prop punc,أَجاب حال سَمْع طاعَة ، ظَرْف أَرْبَع يَوْم ، جَمْع مَرْكَب وَثِق بالزخره جَبْخانَة قَلَع راوَنْد طالَب مَدِينَة صُور .
ولما وصل الى المينا ، ربطة المراكب ، وطلع ابو على الى عند الملك ، قبل الأرض وعزاه بعرنوس .,conj verb prep noun punc verb noun punc verb noun_prop prep prep noun noun punc noun noun verb noun punc,لَمّا وَصَل إِلَى آلَم ، رَبَط مَرْكَب ، طَلَع أَبُو عَلَى إِلَى عِنْد مَلِك ، قِبَل أَرْض عَزا عِرْناس .
فأمره الملك ان ينزل العسكر ويسير فيهم على جنوه .,noun noun conj_sub verb noun verb prep prep verb punc,أَمَرّ مَلِك أَنَّ نَزَل عَسْكَر سار فِي عَلَى جَنَى .
قال له : حاضر .,verb prep punc verb punc,قال لِ : حاضَر .
وبالحال هدوا الخيام ونزلوا فى البحر ، وساروا طالبين جنوه .,noun verb noun verb prep noun punc verb noun verb punc,حال هَدَى خَيْمَة نَزَل فِي بَحْر ، سار طالِب جَنَى .
يبقا لهم كلام .,verb prep noun punc,بَقّ لِ كَلام .
واما ما كان من سبب مسير الأفرنج الأنكليز على جنوه ، هو انه لما دخل الملك رومان الى صور ومعه رؤس الشهدا ، قال له جوان : يا فليونى ، الأسلام ما بقوا يقعدوا عن اخذ الثار ، وانت ما بقا عندك عسكر تقابلهم ، ومتى ما حضرت مراكب الأسلام بيحصروك جواتها ، وبيقتلوك انت ومن معك .,conj pron_rel verb prep noun noun noun noun_prop prep verb punc pron conj_sub pron_rel verb noun noun_prop prep noun_prop prep verb noun_prop punc verb prep noun_prop punc part_voc verb punc noun_prop pron_rel verb verb prep verb noun punc pron pron_rel noun noun noun_prop verb punc adv_rel pron_rel verb noun noun_prop noun_prop noun_prop punc noun_prop pron prep verb punc,إِمّا ما كان مِن سَبَب مَسِير إِفْرَنْج إِنْكلِيزِيّ عَلَى جَنَى ، هُوَ أَنَّ ما دَخَل مَلِك رُومان إِلَى صُور مَع رَؤُس الشهدا ، قال لِ جُوان : يا وَنِي ، إِسْلام ما بَقِي قَعَد عَن أَخَذ ثَأْر ، أَنْتَ ما بَقّ عِنْد عَسْكَر قابَل ، مَتَى ما حَضَر مَرْكَب إِسْلام بيحصروك جواتها ، وبيقتلوك أَنْتَ مِن مَعَك .
بقا * القعده هون * ما هى نافعه ، قوم حتى نرحل الى عند قران * او ملك كبير ، ونجمع العساكر ونقابل المسلمين ونكمل عليهم .,noun punc noun noun punc pron_rel pron noun punc noun prep verb prep noun verb punc conj noun adj punc verb noun verb adj verb prep punc,بَقّ * قَعْدَة هُون * ما هِيَ نافِع ، قَوْم حَتَّى رَحَل إِلَى عِنْد قَرَأ * أَو مَلِك كَبِير ، جَمَع عَسْكَر قابَل مُسْلِم أَكْمَل عَلَى .
قال له : ابونا ، من بده يحمينا ؟,verb prep punc noun punc prep noun verb punc,قال لِ : أَب ، مِن بُدّ حَمَى ؟
فقال له جوان : قوم حتى نروح على جنوه الى عند الملك فرنسيس ابن الريم حنا ، لأنه هذا لما صار ابوه مورته ، رحت شديت له الزنار ، ورفعت له الشنيار * ، واجلسته على كرسى جنوه .,verb prep noun_prop punc noun prep verb prep verb prep noun noun noun_prop noun_prop noun verb punc conj_sub pron_dem pron_rel verb noun noun_prop punc verb noun_prop prep noun punc verb prep noun_prop punc punc verb prep noun verb punc,قال لِ جُوان : قَوْم حَتَّى راح عَلَى جَنَى إِلَى عِنْد مَلِك فَرَنْسِيس ٱِبْن رِيم حَنَّأ ، أَنَّ هٰذا ما صار أَب مورته ، راح شديت لِ زُنّار ، رَفَع لِ الشنيار * ، أَجْلَس عَلَى كُرْسِيّ جَنَى .
فقال لى : آه ، يا ابونا ، انا مشتهى منتر * الديابره عرنوس لأنه حارق قلبى ، واختى صارت مورته وهذا ابنها لساه * طيب * ، وحيات دينى ، كل من جاب لى كبيسه * له على تمنيه لا ترد .,verb prep punc verb punc part_voc noun punc pron adj noun_prop punc noun_prop noun conj_sub noun noun punc noun verb noun_prop pron_dem noun noun punc adj punc punc noun adj punc noun prep verb prep noun punc prep prep noun part_neg verb punc,قال لِ : آه ، يا أَب ، أَنا مُشْتَهَى منتر * الديابره عِرْناس أَنَّ حارِق قَلْب ، أُخْت صار مورته هٰذا ٱِبْن ساهِي * طَيِّب * ، حَيَّة دِينِيّ ، كُلّ مِن جاب لِ بَيْسَة * لِ عَلَى تَمَنِّي لا رَدّ .
فقلت له : يا فليونى ، ان شاء الرب ما بواجهك الا بكبيس الديابره .,verb prep punc part_voc verb punc conj_sub verb noun pron_rel noun_prop part noun noun_prop punc,قال لِ : يا وَنِي ، أَنَّ شاء رَبّ ما بواجهك إِلّا كَبِيس الديابره .
وطلعت من عنده وجيت الى عندك ، وهلق * عانونا الأجداد ومنترنا الديابره .,verb prep noun noun_prop prep noun punc noun_prop punc verb noun noun_prop noun_prop punc,طَلَع مِن عِنْد جيت إِلَى عِنْد ، وهلق * عانَى جَدّ ومنترنا الديابره .
قوم خلينا نرحل لعنده حتى يفرح بقتل عدوه .,noun adj verb noun_prop prep verb noun noun punc,قَوْم خَلِيّ رَحَل لعنده حَتَّى فَرِح قَتْل عَدُوّ .
قال له رومان : اذا كان هيك بروح ، وبتكاتف انا واياه على حرب المسلمين .,verb prep noun_prop punc conj verb noun_prop noun punc noun pron part prep noun adj punc,قال لِ رُومان : إِذا كان هيك رُوح ، تَكاتُف أَنا إِيّا عَلَى حَرْب مُسْلِم .
وبالحال نزلوا على البحر وساروا على جنوه ، ولما وصلوا سمع الملك فرنسيس بقدومهم ، فطلع باكابر دولته لاقا لهم .,noun verb prep noun verb prep verb punc conj verb verb noun noun_prop noun punc verb noun noun verb prep punc,حال نَزَل عَلَى بَحْر سار عَلَى جَنَى ، لَمّا وَصَل سَمِع مَلِك فَرَنْسِيس قُدُوم ، طَلَع أَكْبَر دَوْلَة لاق لِ .
ولما تقابلوا مع بعضهم ، ركد جوان ، وقال له : يهنيك يا فليونى بقتل الديابره .,conj verb prep noun punc verb noun_prop punc verb prep punc noun_prop part_voc verb noun noun_prop punc,لَمّا قابَل مَع عَضّ ، رَكَد جُوان ، قال لِ : يهنيك يا وَنِي قَتْل الديابره .
وقدم له الراس هدية .,verb prep noun noun punc,قَدَّم لِ رَأْس هَدِيَّة .
فلما نظر الراس الملك فرنسيس ، فرح وركد على ايادى جوان وصار يقبلهم ، وقال له : ابونا ، من فعل ذلك ؟,conj noun noun noun noun_prop punc noun_prop verb prep noun noun_prop verb verb punc verb prep punc noun punc prep noun pron_dem punc,لَمّا نَظَر رَأْس مَلِك فَرَنْسِيس ، فَرَح رَكَد عَلَى يَد جُوان صار قَبِل ، قال لِ : أَب ، مِن فِعْل ذٰلِكَ ؟
قال له : الملك رومان الأزرق .,verb prep punc noun noun_prop noun punc,قال لِ : مَلِك رُومان أَزْرَق .
